,sklearn,pytorch
0,0.6258230711233979,0.5608444332746921
1,0.5777453357747315,0.5465556490325136
2,0.5289760348583878,0.5168966351972888
3,0.5931030273437499,0.53756103515625
4,0.5008803247420159,0.4982515772484961
5,0.5709376718148649,0.5251661918328585
6,0.5266134478101486,0.5520330889446268
7,0.5945863125638406,0.5075459652706844
8,0.5866151545363908,0.5509970089730807
9,0.5421475995914198,0.5090015321756894
10,0.589434395635946,0.5100283007259752
11,0.6383749736453721,0.564107632300232
12,0.5950669115717659,0.5706245080031488
13,0.6029994156982406,0.5684736739596183
14,0.5934686442883164,0.5650273224043716
15,0.6175347896548492,0.5684877382371455
16,0.5797328484509408,0.5689628645359815
17,0.635273454060929,0.5575525407304222
18,0.545699267282574,0.5423223956674099
19,0.6122200844423067,0.576505798728021
20,0.5946913665583743,0.5963364899426281
21,0.6683150500513175,0.6336989989736481
22,0.6187101063829787,0.5469281914893617
